姓名,部门,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
员工502,餐饮部,,,,,,,,,,"18:10
     ","18:20
     ","18:10
     ","18:13
     ","18:14
     ","17:43
     ","18:29
     ","07:14
     ","07:16
     ","07:15
     ","18:41
     ",,,,,,,,,,,
员工503,餐饮部,,,,,,,,,,,"18:28
     ","18:10
     ","18:14
     ","18:14
     ",,"18:29
     ","18:54
     ","18:27
     ","18:20
     ","18:41
     ",,,,,,,,,,,
员工504,餐饮部,,,,,,,,,,,,,,,"18:11
     ","12:16
     ","12:26
     ","12:20
     ",,,,,,,,,,,,,
员工505,餐饮部,,,,,,,,,,,,,,,,"18:29
     ","18:54
     ","18:28
     ","18:20
     ","18:41
     ",,,,,,,,,,,
员工506,餐饮部,,,,,,,,,,,,,,,,,,,"18:37
     ","18:27
     ",,,,,,,,,,,
员工507,餐饮部,,,,,,,,,,,,,,,,,,,"18:37
     ","18:28
     ",,,,,,,,,,,
员工508,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工509,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工510,餐饮部,,,,,,,,,,,,,,,,,,"18:04
     ","17:49
     ","07:24
11:50",,,,,,,,,,,
员工511,,,,,,,,,,,,,,,,,,,,,"17:39
     ",,,,,,,,,,,
员工512,餐饮部,,,,,,,,,,,,,,,,,,"18:04
     ","07:22
17:49","07:24
11:50",,,,,,,,,,,
员工513,餐饮部,,,,,,,,,,,"12:33
     ",,,,,,,,,,,,,,,"12:46
     ","12:44
     ",,,,
员工514,餐饮部,,,,,,,,,,"11:21
     ",,,,"11:38
     ",,"17:32
     ",,,,,,,,,,"11:28
     ",,,,,
员工515,西厨房,"11:48
     ",,,,"11:52
     ",,,,,,,,,,,,,,,,,,,,,,,,,,
员工516,餐饮部,,,,,"12:42
17:51","18:48
     ",,,,"12:37
     ","12:27
     ",,,,,,,,,,"12:21
     ",,,,,,,"12:55
18:44",,,
员工517,餐饮部,,,,,,,,,,,"12:36
     ",,,,"18:17
     ",,,,,,"19:05
     ",,,,,,,"19:03
     ",,,
员工518,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工519,中厨房,"06:50
     ","06:46
     ","06:49
     ","08:24
     ","07:57
     ",,,,,,"07:34
     ","08:23
     ","08:31
     ","08:22
     ","08:25
     ","08:28
     ",,"07:51
     ","08:26
     ","12:15
18:17",,"08:09
     ","08:16
     ","08:12
     ","08:27
     ","08:20
     ","08:08
     ","08:02
     ",,"06:47
     ","06:45
     "
员工520,中厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工521,房务部,"18:18
     ",,,,"17:30
     ","11:06
17:28","19:15
     ",,"08:32
     ",,,,,,,"17:21
17:23",,,,"11:22
     ",,,,,"12:23
18:55","12:06
     ",,,,,"08:19
     "
员工522,西厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工523,中厨房,,"07:30
     ","07:31
     ","08:06
     ","08:05
     ","07:54
     ","07:35
     ","07:38
     ","07:35
     ","07:41
     ","08:22
     ","08:00
     ","08:32
     ",,,,"18:28
     ","07:43
     ","07:04
     ","08:37
     ","08:27
     ","07:17
     ","07:39
     ","07:34
     ","07:31
     ","06:44
     ",,,,,
员工524,房务部,"08:28
12:08","07:46
12:02","07:43
12:40","07:52
     ","07:49
     ","07:17
     ","08:21
     ","07:54
     ","08:00
11:58","07:49
11:47","07:54
     ","07:50
18:48",,"08:25
     ","07:58
     ","07:54
11:47","08:17
     ","07:38
     ","08:22
19:02",,"07:42
     ","07:33
     ",,"08:12
     ","07:18
     ","07:51
12:08","07:41
18:40","07:46
     ","07:51
12:18","08:34
     ",
员工525,,"18:23
     ","18:10
     ","18:06
     ",,,,,,"17:36
     ","17:57
     ",,,,,,"18:07
     ",,,,,,,,,,"18:23
     ",,,"18:30
     ",,
员工526,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工527,中厨房,"08:18
     ","08:25
     ","08:25
     ","08:08
     ","08:11
     ","08:09
     ","08:26
     ","07:28
     ",,,"07:53
     ","08:24
     ","08:22
     ","08:08
     ","08:25
     ","08:24
08:29",,"08:16
     ","08:22
     ","08:15
     ","08:13
     ","07:55
     ","08:13
     ","07:35
     ",,,,"18:12
     ","08:07
     ","08:27
     ","08:27
     "
员工528,西厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工529,西厨房,"11:32
     ","11:45
     ","11:19
     ",,,,,,,,,,,,,,"11:29
     ","11:25
     ","11:30
     ",,,,,,,,,,"11:36
     ","11:27
     ","11:27
     "
员工530,管事部,,"18:22
     ","18:24
     ","18:18
     ",,"18:17
     ","18:18
     ","18:13
     ",,"18:19
     ","18:15
     ","18:16
     ",,"18:17
     ","18:24
     ",,"18:10
     ",,"18:17
     ",,"18:14
     ",,"18:30
     ",,,"18:19
     ",,,"18:11
     ",,"18:19
     "
员工531,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工532,管事部,"12:23
     ","11:49
     ","07:27
     ",,"11:40
     ","11:24
     ",,"11:43
     ","11:22
     ","11:49
     ","07:38
     ","11:29
     ","07:30
     ","11:27
     ","12:40
     ","11:37
     ",,"11:23
     ","07:41
     ","12:16
     ","11:31
     ",,"11:31
     ",,"07:23
     ",,,,,"11:54
     ",
员工533,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工534,中厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工535,管事部,"18:32
     ",,,,"11:41
     ","11:19
     ","11:24
     ",,"11:25
     ","11:31
     ","11:28
     ","11:16
18:09","11:08
     ",,"11:52
     ","11:18
     ",,,,,"11:27
     ",,"11:25
     ",,,,,"12:46
     ",,,
员工536,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工537,前厅部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工538,管事部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工539,管事部,"18:43
     ","18:11
     ","17:49
     ","18:16
     ","19:01
     ","18:11
     ","12:15
18:09",,"11:44
18:32","18:48
     ",,,"18:42
     ","17:57
     ",,"11:59
     ",,,,"17:32
     ","18:39
     ",,,,"18:09
     ","18:34
     ","11:42
     ","18:31
     ",,"17:56
     ",
员工540,餐饮部,,,,"19:01
     ",,,,,,,,,"18:52
     ",,,,,,,,,,,,,,,,,,
员工541,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工542,餐饮部,,,,,,"18:30
     ",,,,,"12:06
     ","12:34
     ","18:02
     ","12:24
     ","12:28
18:25",,,,,"11:41
     ",,"11:57
     ",,,,,"18:10
     ",,,,
员工543,管事部,"11:47
     ","07:27
     ","11:46
     ","11:42
     ","08:14
11:48","07:20
     ","08:13
11:35","08:16
11:52","11:39
     ","07:12
     ","08:03
11:33","07:57
11:23",,,"12:22
     ","07:16
     ","07:45
11:20","07:15
     ","07:52
11:28","06:56
     ","07:26
     ","08:06
11:37","07:23
     ","08:05
11:36","07:10
     ",,,,,"11:39
     ",
员工544,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工545,中厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工546,餐饮部,"17:43
     ","17:47
     ","18:08
     ","17:44
     ","17:51
     ","17:31
     ","17:30
     ","17:33
     ",,,,"17:58
     ","17:57
     ","17:34
     ","17:32
     ",,"17:33
     ","17:49
     ","17:34
     ","17:46
     ","17:47
     ",,,"11:54
17:45","18:03
     ","18:20
     ","17:45
     ","17:50
     ",,"18:17
     ","17:33
     "
员工547,中厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07:13
     ",,
员工548,中厨房,,,,"12:34
     ","11:23
     ","17:54
     ","11:23
     ","11:22
     ",,"11:28
     ",,,"11:22
     ",,,,,,,"11:21
     ",,,,,"12:15
18:30","11:29
     ",,,,,
员工549,餐饮部,,,,,,,,,,"18:43
     ","18:05
     ","19:06
     ",,,,,,,,,,,,"07:57
     ",,,,,,,
员工550,中厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工551,西厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工552,管事部,"08:10
     ","08:14
     ","08:11
     ","08:34
     ","08:10
     ","08:30
     ","08:22
     ","08:19
     ","08:30
     ","08:34
     ","08:09
     ","08:36
     ","08:10
     ","08:19
     ","18:40
     ","18:25
     ","18:16
     ",,"18:24
     ","17:57
     ","08:05
     ","08:09
     ","08:19
     ",,"17:43
     ","08:13
11:25","08:17
     ","08:09
     ","08:30
     ","08:09
     ","08:10
     "
员工553,餐饮部,,,,,,,"11:53
     ",,,"12:52
18:39",,,,"13:02
17:56","12:40
18:23",,,,,,"18:23
     ",,,,,,"08:05
     ","07:59
     ","12:26
18:21","11:59
18:18",
员工554,西厨房,,,"18:12
     ",,,,,,"18:32
     ",,"12:05
     ","12:33
     ",,,,,"11:55
     ",,,"18:16
     ",,"11:57
     ",,,,,"18:11
     ",,"17:51
     ",,"18:26
     "
员工555,管事部,"18:35
     ","18:27
     ",,"18:33
     ",,"18:25
     ",,"18:27
     ","18:05
     ",,"18:28
     ","18:11
     ",,"17:44
     ",,"18:34
     ","18:03
     ",,,"18:18
     ",,,,,"18:43
     ",,"18:34
     ",,,"18:31
     ",
员工556,中厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工557,中厨房,,"18:45
     ",,,"18:51
     ",,,"11:58
     ","18:10
     ","18:26
     ","18:24
     ",,"18:37
     ","18:35
     ","18:44
     ",,,"18:52
     ","11:57
18:30","18:30
     ",,"12:22
     ","18:33
     ",,,,"18:21
     ",,"18:02
     ","18:30
     ",
员工558,管事部,"07:13
     ","07:10
     ","07:15
     ","07:18
     ","07:14
     ","08:26
     ","08:17
     ","07:09
     ","07:24
     ","07:19
     ","07:53
     ","07:53
     ","06:58
     ","07:14
     ","18:13
     ","18:13
     ",,,"18:04
     ",,"08:04
     ",,,,,"19:14
     ","07:13
     ","07:34
     ","08:31
     ","07:07
     ","07:20
     "
员工559,管事部,"12:10
     ",,,,,,,,,,,"11:17
     ",,"11:24
     ",,"11:31
     ",,,"12:42
     ",,,"17:46
     ",,,,,"11:43
     ","11:13
     ",,,"11:09
     "
员工560,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工561,西厨房,,,,"12:24
     ",,,,,,,,"17:51
     ",,,,,,,,,,,,,,,,,"18:38
     ",,
员工562,西厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工563,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工564,餐饮部,,,,,,,,,,,,,,,,,,,,,"12:53
     ",,,,,,,,,,
员工565,西厨房,"08:17
11:20","18:24
     ","06:35
17:49","11:29
17:23",,,,,"07:13
17:26","07:03
17:49","11:29
     ","12:40
     ",,,,"17:41
     ","06:32
17:27","06:39
     ","06:41
17:38","11:07
     ","06:40
     ","06:52
     ","11:15
     ","06:41
     ",,,,,,,"06:42
     "
员工566,,"18:23
     ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工567,管事部,"07:38
11:36","07:39
11:53","07:41
12:07","07:41
11:34","07:42
11:39","07:51
11:44","07:45
12:02","07:41
11:50","07:45
12:31","07:40
11:59","07:47
17:31","07:42
     ","07:38
     ","07:41
11:51","07:41
     ","07:41
11:55","07:42
     ","07:43
12:08","07:46
     ","07:45
12:04",,,,,,,,,"07:43
11:56","07:45
11:54","07:38
11:44"
员工568,,,,,"17:31
     ",,,,,,,,,,,,,,"17:33
     ",,,,,,,,,,,,,
员工569,中厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工570,房务部,"07:17
     ","11:15
     ","11:38
     ","11:56
     ","07:19
     ",,,,,,,,,,,,,,,,"11:59
     ","07:21
     ",,"07:21
     ",,"07:23
     ","11:51
     ","07:23
     ","11:12
     ","07:23
     ","11:19
     "
员工571,西厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工572,西厨房,,,,"17:34
     ",,,,,,,,,,,,,,,,"07:40
11:24",,,,,"18:40
     ","17:39
     ","17:43
     ","17:29
     ",,"18:59
     ",
员工573,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工574,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工575,西厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工576,餐饮部,,,,,"12:52
18:22",,,,,,,,,,,,,,,,,,,,,,,,,,
员工577,餐饮部,,"12:40
     ","12:53
18:25",,,"13:05
     ",,,,,"12:26
18:14","13:03
     ","11:42
     ","12:42
     ",,,"18:08
     ",,"12:52
     ","12:57
     ",,,"17:57
     ",,"12:19
     ",,,,,"13:07
18:59",
员工578,西厨房,,"18:06
     ","11:27
17:48","11:49
18:26","11:43
18:23",,,,,,"12:22
18:15","12:03
17:30",,,,,,,"12:19
18:44",,"18:37
     ","11:09
17:32","17:53
     ",,,,,,,"18:43
     ","18:10
     "
员工579,中厨房,,,,"12:04
18:42",,"11:47
18:00",,,,,"11:15
17:41",,,,,"11:53
17:30",,,,,,,"18:19
     ","12:06
18:02","12:07
18:21",,,,,,
员工580,餐饮部,"08:01
12:32","08:03
12:20","08:03
12:20","08:06
12:19","08:02
11:58","08:24
12:02","08:01
12:20","08:04
12:22","08:03
12:31","08:04
12:27","08:26
12:27","08:04
12:28","12:47
17:41","08:02
12:33","08:05
12:21","08:03
12:08","08:05
19:13","08:04
12:13","08:05
12:51","08:02
12:29","08:23
12:15","08:06
     ","08:03
12:28","08:23
12:13","17:38
     ","08:01
12:09","08:01
12:23","08:27
12:34","08:03
12:00","08:04
12:20","08:03
12:17"
员工581,,,"18:29
     ",,"17:34
     ","17:34
     ","17:35
     ","17:40
     ","17:43
     ","17:36
     ","17:40
     ","17:29
     ","17:41
     ",,"17:32
     ","17:38
     ","17:36
     ",,"17:38
     ","17:43
     ","17:37
     ",,,"17:41
     ","17:34
     ",,"18:23
     ","17:38
     ","17:42
     ","17:35
     ","17:34
     ","17:31
     "
员工582,西厨房,,,,,,"18:06
     ",,"18:34
     ","18:30
     ",,,,,,"11:20
18:17","18:35
     ",,,,,,,,,,"17:21
     ","18:18
     ",,,,
员工583,客房部,,,,"11:50
     ",,,,,,,,,,,,,,,,,,,,,,,"18:29
     ","12:16
     ",,,
员工584,西厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工585,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工586,餐饮部,"11:23
     ","11:17
     ","11:24
     ",,,,"11:31
     ","11:19
     ","11:29
     ","11:26
     ","11:27
     ","11:25
     ","11:18
     ",,,,,"11:15
     ","11:15
18:25","11:23
     ",,"11:22
     ","11:26
     ","11:20
     ","11:17
     ",,,,"11:25
     ","11:20
     ",
员工587,西厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工588,西厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工589,西厨房,,,,,,,,,,,,,,,"17:32
     ",,,,,,,,,,,,"12:18
     ",,,,"17:33
     "
员工590,西厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工591,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工592,中厨房,,,,,,"12:48
19:02",,,,,"18:52
     ",,"11:42
     ",,,,,,,,,,,,,,"12:26
19:01",,,,
员工593,西厨房,,,,,"17:29
     ",,"18:08
     ","17:50
     ","17:55
     ","11:15
17:45","11:31
     ","18:07
     ",,"17:41
     ","17:56
     ",,"18:00
     ","17:27
     ",,,"11:24
17:31",,,,"17:24
     ",,"11:50
18:05","11:17
17:40","17:43
     ","17:34
     ","17:30
     "
员工594,餐饮部,,,,,,,,,,"18:38
     ",,"18:31
     ",,"18:30
     ","18:41
     ",,,,,,,,,,,,,,,,
员工595,管事部,"18:33
     ","18:23
     ","18:05
     ",,"18:11
     ",,"18:25
     ","18:07
     ","18:10
     ","18:28
     ","18:08
     ",,"18:13
     ",,"08:33
12:07","11:46
     ","08:06
11:48","08:22
11:41","07:31
     ","08:29
12:21","07:42
     ","07:44
     ","07:47
     ","07:45
     ","07:22
     ","07:47
     ","07:48
     ","07:51
     ","07:43
     ","07:40
     ","07:43
     "
员工596,西厨房,"11:23
     ","11:17
     ","11:24
     ",,,"11:16
     ","11:31
     ",,,,,"11:26
     ","11:18
     ","11:13
     ","11:13
     ","11:14
17:32",,"11:16
     ","11:16
     ","11:24
     ",,"11:22
     ","11:26
     ","11:20
     ","11:16
     ",,,"11:17
     ","11:26
     ","11:20
     ",
员工597,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工598,中厨房,"19:00
     ",,,,,,"19:01
     ","18:18
     ",,"13:06
19:12","12:22
18:14","13:03
     ","18:17
     ",,,,,,,,,,"13:03
     ",,"12:17
18:40",,"19:09
     ",,,"18:59
     ","13:02
     "
员工599,管事部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工600,管事部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工601,管事部,"18:26
     ","18:21
     ","17:59
     ","18:15
     ","18:09
     ","18:16
     ",,"08:10
11:44","08:35
11:48","08:27
11:46","08:27
11:42","07:20
     ","08:13
11:53","08:18
11:38","18:04
     ","18:25
     ","18:04
     ","18:03
     ",,,,"18:17
     ",,"18:25
     ",,"18:18
     ",,"18:17
     ",,"18:17
     ",
员工602,中厨房,,,,,,,,"12:37
     ","18:55
     ","18:55
     ",,,,,,,,,,,,,,,,,,,,,
员工603,管事部,,,"07:40
12:10","07:39
12:02","07:44
11:33","07:38
11:26","07:41
12:01","07:41
11:46","07:52
12:12","07:47
11:44","07:41
11:51","07:44
11:55","07:48
12:12","07:46
11:49","07:40
12:03","07:41
17:37","07:39
12:11","07:39
12:08","07:45
12:14","07:45
11:58","07:52
12:05","07:46
12:20","07:39
12:14","07:40
11:50","07:41
17:39","07:43
11:53","07:39
11:53","07:47
17:40","07:39
11:40",,
员工604,,,,,"17:31
     ","17:35
     ","17:37
     ","17:38
     ","17:43
     ","17:35
     ","17:41
     ","17:31
     ","17:40
     ","17:38
     ","17:39
     ","17:38
     ",,"17:39
     ","17:36
     ","17:40
     ","17:39
     ","17:37
     ","17:37
     ","17:38
     ","17:35
     ",,"17:40
     ","17:51
     ",,"17:37
     ",,
员工605,中厨房,,,,,,,,,,,,,,,,,,,,"08:34
     ",,,,"18:04
     ",,,,,,,
员工606,餐饮部,,,,,,,,,,,,,,,,"17:50
     ",,,,,,,,,,"17:58
     ","12:19
     ","18:08
     ",,,
员工607,餐饮部,,,,"18:37
     ",,,,,,,,,"18:06
     ",,,,,,,,,"12:40
     ",,,,"18:11
     ","18:36
     ",,"18:36
     ",,
员工608,房务部,,,,"18:13
     ",,,,,,,,,,"17:36
     ",,"17:50
     ",,,,,,"12:40
18:18",,"11:59
     ",,"08:24
17:57","12:19
18:02","18:09
     ",,"11:44
     ",
员工609,西厨房,,,,"18:05
     ",,,,,,,,,,"17:36
     ",,,,,,,,,,,,"17:57
     ",,,,,
员工610,西厨房,,"12:05
     ",,,"11:14
     ",,,"11:08
     ","11:09
     ",,,,,,,"11:10
     ","11:10
     ",,"11:09
     ",,,"11:08
     ",,,,,,,,,
员工611,西厨房,,"17:50
     ","19:01
     ",,,,,,,,,"11:50
     ",,,,"18:42
     ",,,,,"13:03
     ",,,,,"18:01
     ","18:24
     ",,,"12:39
     ",
员工612,中厨房,,,,,,,,,,,,"12:32
     ",,,,,,,,,,,"12:52
     ",,"12:16
     ","12:50
17:39","12:19
     ",,,"11:44
     ",
员工613,中厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工614,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工615,餐饮部,,,,,,,"18:19
     ",,,,,"18:26
     ",,"18:29
     ",,,,,,,,,,,"18:26
     ","18:25
     ",,,,,
员工616,工程部,,,,"18:37
     ",,,,,,,,"19:05
     ","18:06
     ",,,,,,"12:30
     ",,,,,,"11:27
     ","18:10
     ","18:36
     ",,"18:36
     ",,
员工617,西厨房,,,,,,,,"18:53
     ","18:13
     ","18:31
     ","18:29
     ",,"18:31
     ",,"12:04
     ","19:21
     ",,,,,,,,,"17:57
     ","18:29
     ","11:57
18:19",,,,"18:29
     "
员工618,西厨房,"19:23
     ",,,"12:21
18:57","12:58
17:36","12:24
18:30","18:52
     ","18:59
     ","11:55
     ","11:59
18:20","18:29
     ",,"19:11
     ","12:54
18:38","18:45
     ","19:21
     ",,,,,,,,,,"12:28
18:29","18:49
     ",,"13:06
17:56",,
员工619,客房部,"17:49
     ","17:42
     ","17:59
     ",,,,,"17:35
     ",,"12:07
17:43","17:36
     ",,,"17:40
     ",,,"17:32
     ","18:12
     ","18:18
     ","17:44
     ","12:06
17:34",,"17:57
     ","17:31
     ","17:37
     ","18:01
     ",,"17:53
     ","12:07
18:06","12:53
18:04","17:39
     "
员工620,西厨房,,,,"11:48
     ",,,,,"17:48
     ","17:35
     ","18:34
     ",,,,"12:04
     ",,"18:06
     ",,,,,,"18:01
     ",,,,,,,"12:36
     ",
员工621,西厨房,,"18:21
     ",,"11:48
     ",,,,,"17:49
     ","17:35
     ",,,"18:20
     ",,,,"18:06
     ",,,,,,,,,,,,"18:31
     ",,
员工622,西厨房,,"18:21
     ",,,,,,,,,"18:34
     ","18:52
     ","18:20
     ",,,,,,"18:38
     ",,,,,,"17:57
     ","18:29
     ",,,,"12:37
     ",
员工623,西厨房,,"12:33
17:42","17:59
     ","18:51
     ",,,,,,,,,,"17:40
     ",,,"17:32
     ","18:12
     ",,"18:52
     ",,"17:51
     ",,,,"18:01
     ",,"17:53
     ","18:06
     ",,
员工624,西厨房,,,,"11:32
     ",,,,,"17:42
     ",,,"12:54
     ","12:37
     ",,,,,,"17:55
     ",,"18:37
     ","18:33
     ","18:02
     ",,,"17:38
     ","11:06
18:27","18:20
     ","17:28
     ","18:30
     ",
员工625,西厨房,"17:49
     ","17:42
     ","17:59
     ","18:52
     ","17:48
     ",,,"17:35
     ",,"12:07
17:43","17:36
     ",,,,,,,,,,"17:34
     ","17:52
     ","17:57
     ","12:53
17:31","17:37
     ","18:01
     ",,,"12:07
18:06",,"17:39
     "
员工626,西厨房,,,,,,,,"11:54
17:35",,,,,,"12:30
     ","12:28
     ",,"17:32
     ","18:12
     ","18:18
     ",,"12:06
17:33",,,"12:53
     ",,"12:44
     ","12:29
     ",,,,
员工627,西厨房,,,,,,,,,,,,,,,"12:04
     ",,,,,,,,"18:02
     ",,,,,,"18:31
     ","12:37
     ",
员工628,餐饮部,,,,,,,,,,,"18:33
     ","18:56
     ",,"18:52
     ",,,"12:45
17:37",,,"18:46
     ",,"18:03
     ",,,"18:35
     ","18:24
     ","18:32
     ","18:51
     ","17:50
     ","12:01
18:20",
员工629,餐饮部,,,,,,,,,,,"18:33
     ","18:56
     ",,"18:52
     ",,,"17:36
     ",,,"18:46
     ",,"18:03
     ",,,"12:20
18:35","18:24
     ","18:32
     ","18:52
     ","17:50
     ","18:20
     ",
员工630,中厨房,,,,"18:01
     ","18:31
     ",,,,,,,"18:02
     ",,"18:30
     ",,,,,,,,,,,,,"18:16
     ","17:46
     ",,,
员工631,中厨房,,,,,,,,,"17:44
     ",,,,,,"12:41
17:58",,,,,,,,"12:50
     ","12:48
17:33",,,,,,,
员工632,西厨房,"17:42
     ","17:38
     ","17:50
     ","18:39
     ","12:23
17:29","08:37
12:15","17:28
     ","18:11
     ","18:12
     ","17:33
     ","17:40
     ","07:43
12:10","08:22
12:08","08:13
11:43","13:04
18:13",,"17:48
     ",,"17:31
     ","17:41
     ","18:03
     ",,"12:16
17:30","17:37
     ","17:37
     ","17:41
     ","17:26
     ","17:58
     ","11:58
18:04","17:53
     ","18:22
     "
员工633,,,,,,,"17:48
     ",,,,,,"17:38
     ","17:30
     ","17:41
     ",,,,,,,,,,,,,,,,,
员工634,西厨房,,,,,,,,,,,,"18:56
     ",,,,,"12:45
     ",,,,,"12:52
     ",,,,,,,,"12:01
     ",
员工635,西厨房,"17:42
     ","17:37
     ","17:50
     ","18:39
     ","17:29
     ",,,,,"17:33
     ","17:40
     ","17:38
     ","17:30
     ",,"18:13
     ",,,,"17:31
     ",,"18:03
     ",,"17:50
     ","17:37
     ","11:46
17:37","17:41
     ","17:26
     ","17:58
     ","18:05
     ","17:53
     ",
员工636,西厨房,,"18:30
     ",,"17:37
     ",,"19:01
     ","18:50
     ","18:59
     ","18:25
     ",,"18:47
     ","18:48
     ",,,"18:58
     ","11:47
17:36","19:04
     ",,,,"18:54
     ","08:15
17:50","18:41
     ",,"18:42
     ","11:29
17:37","11:39
18:02","12:14
     ","17:28
     ",,
员工637,西厨房,,,,,,,,,,,,,,,,,,,,,"11:55
17:55",,,,,,,,,,
员工638,餐饮部,,,"18:14
     ",,"18:29
     ","18:01
     ","11:42
     ","12:48
     ",,"18:04
     ","12:33
17:52","18:27
     ","17:57
     ",,"12:47
     ","18:33
     ","18:27
     ","17:49
     ",,"18:50
     ","17:49
     ",,"17:59
     ","17:56
     ","12:25
18:15","07:11
17:51",,,,,
员工639,餐饮部,,,"18:14
     ",,"18:29
     ","18:01
     ","11:42
     ","12:48
17:33",,"18:04
     ","17:52
     ",,,,"12:47
     ","18:33
     ","18:27
     ",,,"18:50
     ",,,"17:58
     ","17:56
     ","12:25
18:14","17:51
     ",,,,,
员工640,餐饮部,,,,"19:01
     ",,,,,,,"18:14
     ",,"11:42
     ",,,,,,,,,,"17:57
     ",,,,,,,,
员工641,餐饮部,,,,,,,,,,"18:04
     ","12:33
     ","12:32
18:27",,,,"17:50
     ",,,,,,,"12:52
     ","18:20
     ",,"17:39
     ","12:19
     ","18:22
     ",,"11:44
18:24",
员工642,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,"11:59
18:20",,"07:11
     ","18:02
     ","18:08
     ",,"18:24
     ",
员工643,西厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工644,管事部,"07:04
     ","11:43
     ","11:38
     ","11:26
     ",,"11:43
     ",,,"07:03
     ",,"12:01
     ","07:18
     ","12:04
     ","12:17
     ","11:46
     ","07:07
     ","11:57
     ","11:48
     ","07:02
     ","12:09
     ",,"11:57
     ","11:28
     ","11:56
     ","07:11
     ","11:31
     ","07:06
     ","12:01
     ","07:04
     ","12:08
     ",
员工645,管事部,"08:19
11:50","08:29
11:37","08:25
11:43","07:03
     ",,"08:09
11:56","11:39
     ","08:25
12:02","11:47
     ",,"07:15
     ","11:52
     ","08:23
     ","07:15
     ","07:16
     ","08:22
11:37","11:42
     ","07:16
     ","11:55
     ","07:17
     ","11:37
     ","08:01
11:55","07:15
     ","08:23
11:40",,"07:17
     ","11:35
     ","07:08
     ","07:51
11:53","07:18
     ",
员工646,西厨房,,,"12:16
18:11","11:30
17:53",,"17:33
     ","17:30
     ",,,,,,,,"18:54
     ","12:16
     ",,,,"12:29
18:09",,,"18:20
     ",,"12:19
17:43","17:43
     ","17:54
     ","17:49
     ",,,
员工647,餐饮部,,,,,,"11:43
     ",,,,"12:15
     ","11:08
17:25","07:31
11:42","17:26
     ","12:14
17:53","17:25
     ","17:23
     ","11:03
17:33",,"19:00
     ","17:27
     ",,,"12:29
     ","18:28
     ","12:39
18:27","17:25
     ","12:47
     ","08:12
11:54",,,
员工648,,,,,,,,,,,,,"18:20
     ",,,,,,,,,,,,,,,,"17:29
     ",,,
